Indexed URL,Title,Location,Date Added,Date Ended,Company,Phone,Website,Error
https://www.segwayguidedtours.com/tour.cfm?Tour=643,"Zegway by the Bay, Inc.","Bradenton Beach, Florida",Added: 8/20/09,,"Tour Company:Zegway by the Bay, Inc.",941.565-2082,www.ZegwayByTheBay.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=645,"Sure Beats Walking, LLC","Oklahoma City, Oklahoma",Added: 8/21/09,,"Tour Company:Sure Beats Walking, LLC",800.755-3305,www.SureBeatsWalking.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=646,Tour2Kiev.com,"Kiev, Ukraine",Added: 8/22/09,,Tour Company:Tour2Kiev.com,+380674634603,www.Tour2Kiev.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=649,Segway Tour Munich - SEG TOUR GmbH,"Munich, Germany",Added: 8/26/09,,Tour Company:Segway Tour Munich - SEG TOUR GmbH,+498924203401,www.seg-tour-munich.de,
https://www.segwayguidedtours.com/tour.cfm?Tour=652,BeniSegway,"Benidorm, Spain",Added: 9/7/09,,Tour Company:BeniSegway,0034902877513,Benidorm Travel Guides,
https://www.segwayguidedtours.com/tour.cfm?Tour=658,Another Side of Los Angeles Tours,"Los Angeles, California",Added: 9/25/09,,Tour Company:Another Side of Los Angeles Tours,877.311-8687,www.AnotherSideOfLosAngelesTours.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=657,Another Side of San Diego Tours,"San Diego, California",Added: 9/25/09,,Tour Company:Another Side of San Diego Tours,877.311-8687,www.AnotherSideOfSanDiegoTours.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=660,Another Side of Florida Tours,"Miami, Florida",Added: 9/25/09,,Tour Company:Another Side of Florida Tours,877.311-8687,www.AnotherSideOfFloridaTours.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=659,Another Side of Las Vega Tours,"Las Vegas, Nevada",Added: 9/25/09,,Tour Company:Another Side of Las Vega Tours,877.311-8687,www.AnotherSideOfLasVegasTours.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=661,Another Side of Florida Tours,"Fort Lauderdale, Florida",Added: 9/25/09,,Tour Company:Another Side of Florida Tours,877.311-8687,www.AnotherSideOfFloridaTours.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=663,Another Side of Los Angeles Tours,"Beverly Hills, California",Added: 9/25/09,,Tour Company:Another Side of Los Angeles Tours,877.311-8687,www.AnotherSideOfLosAngelesTours.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=666,Segway Tours Brugge,"Bruges, Belgium",Added: 9/29/09,,Tour Company:Segway Tours Brugge,0032(0)50688770,www.segwaybrugge.be,
https://www.segwayguidedtours.com/tour.cfm?Tour=664,Another Side of Los Angeles Tours,"Santa Monica, California",Added: 9/25/09,,Tour Company:Another Side of Los Angeles Tours,877.311-8687,www.AnotherSideOfLosAngelesTours.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=665,Another Side of Los Angeles Tours,"Hollywood, California",Added: 9/25/09,,Tour Company:Another Side of Los Angeles Tours,877.311-8687,www.AnotherSideOfLosAngelesTours.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=670,Pirate Segway Adventures,"Clearwater, Florida",Added: 10/12/09,,Tour Company:Pirate Segway Adventures,866.611-9838,www.PirateSegway.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=671,Segwayz T.M.,"Jerusalem, Israel",Added: 10/12/09,,Tour Company:Segwayz T.M.,972-52-8119996,www.segwayz.co.il,
https://www.segwayguidedtours.com/tour.cfm?Tour=673,Segway Sheffield,"Sheffield, England",Added: 10/18/09,,Tour Company:Segway Sheffield,07779 129648,www.segwaysheffield.co.uk,
https://www.segwayguidedtours.com/tour.cfm?Tour=675,SegCityTours / Just Seg-it S.L.,"Madrid, Spain",Added: 10/24/09,,Tour Company:SegCityTours / Just Seg-it S.L.,+34 91 127 4393,www.segcity.es,
https://www.segwayguidedtours.com/tour.cfm?Tour=676,Pleasure Florida Group LLC,"Sarasota, Florida",Added: 10/29/09,,Tour Company:Pleasure Florida Group LLC,941.416-3530,www.PleasureFlorida.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=674,Atlas Segway,"Marrakech, Morocco",Added: 10/22/09,,Tour Company:Atlas Segway,www.AtlasSegway.com,Marrakech Travel Guides,
https://www.segwayguidedtours.com/tour.cfm?Tour=677,Seg Bakersfield,"Bakersfield, California",Added: 10/31/09,,Tour Company:Seg Bakersfield,661.393-1793,www.SegBakersfield.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=679,Segway tour tossa,"Tossa De Mar, Spain",Added: 11/3/09,,Tour Company:Segway tour tossa,669 869 983,www.segwaytourtossa.cat,
https://www.segwayguidedtours.com/tour.cfm?Tour=684,GW Tours,"Huntington Beach, California",Added: 11/26/09,,Tour Company:GW Tours,657.464-9137,www.hbsegwaytours.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=686,Charlotte NC Tours,"Charlotte, North Carolina",Added: 12/4/09,,Tour Company:Charlotte NC Tours,704.962-4548,www.charlottenctours.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=688,Splashacademy,"Miami, Florida",Added: 12/14/09,,Tour Company:Splashacademy,305.377-2237,www.splashmia.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=691,Mobi srl,"Santarcangelo Di Romagna, Italy",Added: 12/22/09,,Tour Company:Mobi srl,+393482494029,www.mobimobility.it,
https://www.segwayguidedtours.com/tour.cfm?Tour=694,Segway Tours PA,"Pittsburgh, Pennsylvania",Added: 1/2/10,,Tour Company:Segway Tours PA,724.972-4316,www.SegwayToursPA.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=690,Mobi srl,"Rimini, Italy",Added: 12/22/09,,Tour Company:Mobi srl,+393482494029,www.mobimobility.it,
https://www.segwayguidedtours.com/tour.cfm?Tour=696,Segway Of Savannah,"Savannah, Georgia",Added: 1/7/10,,Tour Company:Segway Of Savannah,912.233.3554,www.SegwayOfSavannah.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=697,Absolutely Chicago Segway Tours,"Chicago, Illinois",Added: 1/14/10,,Tour Company:Absolutely Chicago Segway Tours,312.552-5100,www.ChicagoSegway.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=700,Bali e-wheel-fun,"Denpasar, Indonesia",Added: 1/26/10,,Tour Company:Bali e-wheel-fun,www.Segway-Bali.com,Denpasar Travel Guides,
https://www.segwayguidedtours.com/tour.cfm?Tour=699,Nation Tours,"Austin, Texas",Added: 1/18/10,,Tour Company:Nation Tours,512.663-9634,www.NationTours.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=707,Super Segway Georgia,"Tbilisi, Georgia",Added: 2/6/10,,Tour Company:Super Segway Georgia,+995 95573636,www.supersegway.ge,
https://www.segwayguidedtours.com/tour.cfm?Tour=708,Segway of National Harbor,"National Harbor, Maryland",Added: 2/25/10,,Tour Company:Segway of National Harbor,301.567-2135,www.HarborSegs.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=710,Segs by the Sea,"Anna Maria, Florida",Added: 3/15/10,,Tour Company:Segs by the Sea,941.209-5970,www.SegsByTheSea.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=711,Segway Corfu,"Corfu Town, Greece",Added: 3/20/10,,Tour Company:Segway Corfu,+30 6945 583689,www.SegwayCorfu.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=712,Group Segs,"Grand Blanc, Michigan",Added: 3/22/10,,Tour Company:Group Segs,810.964-7347,www.GroupSegs.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=720,Segway Smiles,"Runcorn, England",Added: 4/9/10,,Tour Company:Segway Smiles,0845 519 2387,www.SegwaySmiles.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=719,eco4drive Segway Rent & Event,"Hannover, Germany",Added: 4/9/10,,Tour Company:eco4drive Segway Rent & Event,+49 171 9873030,www.eco4drive.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=721,Adventures Out West,"Scottsdale, Arizona",Added: 4/12/10,,Tour Company:Adventures Out West,800.755-0935,www.AdventuresOutWest.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=725,ContempoRide Segway,"Scottsdale, Arizona",Added: 4/19/10,,Tour Company:ContempoRide Segway,www.ContempoRideSegway.com,Scottsdale Travel Guides,
https://www.segwayguidedtours.com/tour.cfm?Tour=723,"Segway Nation, Inc.","Marble Falls, Texas",Added: 4/16/10,,"Tour Company:Segway Nation, Inc.",512.663-9634,www.SegwayNationInc.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=722,Nation Tours,"San Antonio, Texas",Added: 4/16/10,,Tour Company:Nation Tours,210.441-1198,www.NationTours.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=724,Wilson Lodge at Oglebay & Segtown Tours,"Wheeling, West Virginia",Added: 4/18/10,,Tour Company:Wilson Lodge at Oglebay & Segtown Tours,304.243-4000,www.Oglebay-Resort.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=726,Adventures Out West,"Colorado Springs, Colorado",Added: 4/19/10,,Tour Company:Adventures Out West,710.578-0935,www.AdventuresOutWest.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=731,Segway Of Nashville,"Nashville, Tennessee",Added: 4/21/10,,Tour Company:Segway Of Nashville,www.SegwayOfNashville.com,Nashville Travel Guides,
https://www.segwayguidedtours.com/tour.cfm?Tour=732,Segway of Hawaii-Kailua,"Oahu - Kailua, Hawaii",Added: 4/21/10,,Tour Company:Segway of Hawaii-Kailua,808.262-5511,www.SegwayOfHawaii-Kailua.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=730,Palm Beach Segway Tours,"West Palm Beach, Florida",Added: 4/20/10,,Tour Company:Palm Beach Segway Tours,888.727-3492,www.PalmBeachSegwayTours.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=733,Walt Disney World,"Lake Buena Vista, Florida",Added: 3/1/04,,Tour Company:Walt Disney World,(407) WDW-TOUR,www.DisneyWorld.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=736,Segway of Hawaii,"Oahu - Waikiki, Hawaii",Added: 4/27/10,,Tour Company:Segway of Hawaii,808.941-3151,www.SegwayOfHawaii.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=742,Myrtle Beach Segway,"Little River, South Carolina",Added: 5/3/10,,Tour Company:Myrtle Beach Segway,843.477-0800,www.MBsegway.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=744,Segwaytours.dk,"Copenhagen, Denmark",Added: 5/11/10,,Tour Company:Segwaytours.dk,+45 53 53 05 53,www.segwaytours.dk,
https://www.segwayguidedtours.com/tour.cfm?Tour=739,Segway Malta,"Naxxar, Malta",Added: 5/3/10,,Tour Company:Segway Malta,+356 7947 7471,www.SegwayMalta.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=745,SEGTOURS Laurentides,"Saint Adolphe D'howard, Canada",Added: 5/15/10,,Tour Company:SEGTOURS Laurentides,450.822-8687,web.me.com/ferrarismila,
https://www.segwayguidedtours.com/tour.cfm?Tour=747,Wheel Awesome Kaikoura,"Kaikoura, New Zealand",Added: 5/20/10,,Tour Company:Wheel Awesome Kaikoura,www.wheelawesome.co.nz,Kaikoura Travel Guides,
https://www.segwayguidedtours.com/tour.cfm?Tour=749,Consorzio Segway Tours e Rents,"Rome, Italy",Added: 5/24/10,,Tour Company:Consorzio Segway Tours e Rents,+39 345 3415511,www.cstrents.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=757,Consorzio Segway Tours e Rents,"Bologna, Italy",Added: 5/24/10,,Tour Company:Consorzio Segway Tours e Rents,+39 345 3415511,www.cstrents.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=752,Consorzio Segway Tours e Rents,"Milan, Italy",Added: 5/24/10,,Tour Company:Consorzio Segway Tours e Rents,+39 345 3415511,www.cstrents.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=756,Consorzio Segway Tours e Rents,"Como, Italy",Added: 5/24/10,,Tour Company:Consorzio Segway Tours e Rents,+39 345 3415511,www.cstrents.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=753,Consorzio Segway Tours e Rents,"Monza, Italy",Added: 5/24/10,,Tour Company:Consorzio Segway Tours e Rents,+39 345 3415511,www.cstrents.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=755,Consorzio Segway Tours e Rents,"Florence, Italy",Added: 5/24/10,,Tour Company:Consorzio Segway Tours e Rents,+39 345 3415511,www.cstrents.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=758,Consorzio Segway Tours e Rents,"Catania, Italy",Added: 5/24/10,,Tour Company:Consorzio Segway Tours e Rents,+39 345 3415511,www.cstrents.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=759,Consorzio Segway Tours e Rents,"Messina, Italy",Added: 5/24/10,,Tour Company:Consorzio Segway Tours e Rents,+39 345 3415511,www.cstrents.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=760,Consorzio Segway Tours e Rents,"Naples, Italy",Added: 5/24/10,,Tour Company:Consorzio Segway Tours e Rents,+39 345 3415511,www.cstrents.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=761,Consorzio Segway Tours e Rents,"Padua, Italy",Added: 5/24/10,,Tour Company:Consorzio Segway Tours e Rents,+39 345 3415511,www.cstrents.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=762,Consorzio Segway Tours e Rents,"Palermo, Italy",Added: 5/24/10,,Tour Company:Consorzio Segway Tours e Rents,+39 345 3415511,www.cstrents.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=764,Consorzio Segway Tours e Rents,"Taormina, Italy",Added: 5/24/10,,Tour Company:Consorzio Segway Tours e Rents,+39 345 3415511,www.cstrents.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=766,Consorzio Segway Tours e Rents,"Prague, Czech Republic",Added: 5/24/10,,Tour Company:Consorzio Segway Tours e Rents,+39 345 3415511,www.cstrents.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=767,Segway Tour Dresden - SEG TOUR GmbH,"Dresden, Germany",Added: 5/25/10,,Tour Company:Segway Tour Dresden - SEG TOUR GmbH,+493514867101,www.seg-tour-dresden.de,
https://www.segwayguidedtours.com/tour.cfm?Tour=763,Consorzio Segway Tours e Rents,"Syracuse, Italy",Added: 5/24/10,,Tour Company:Consorzio Segway Tours e Rents,+39 345 3415511,www.cstrents.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=765,Consorzio Segway Tours e Rents,"Verona, Italy",Added: 5/24/10,,Tour Company:Consorzio Segway Tours e Rents,+39 345 3415511,www.cstrents.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=768,Malta Segway Tours Ltd.,"Dingli, Malta",Added: 6/1/10,,Tour Company:Malta Segway Tours Ltd.,00356 99209593,www.MaltaSegwayTours.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=770,Segtours Canada,"Montreal, Canada",Added: 6/22/10,,Tour Company:Segtours Canada,514.865-8192,www.segtourscanada.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=769,Athens Segway Tours,"Athens, Greece",Added: 6/9/10,,Tour Company:Athens Segway Tours,+302103222500,www.AthensSegwayTours.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=778,ZuZu Enterprises,"Tel Aviv, Israel",Added: 7/7/10,,Tour Company:ZuZu Enterprises,03 975-41-90,www.zu-zu.co.il,
https://www.segwayguidedtours.com/tour.cfm?Tour=773,City Segway Tours,"Munich, Germany",Added: 6/25/10,,Tour Company:City Segway Tours,(089) 2388 8798,www.CitySegwayTours.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=774,Blue Super Segway,"Tallinn, Estonia",Added: 6/27/10,,Tour Company:Blue Super Segway,+3725120030,www.BlueSuperSegway.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=779,Seg Adventures LLC,"Plymouth, Michigan",Added: 7/7/10,,Tour Company:Seg Adventures LLC,734.414-0456,www.MySegAdventures.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=781,Segway Expeditions Phoenix,"Phoenix, Arizona",Added: 7/8/10,,Tour Company:Segway Expeditions Phoenix,720.841-7862,www.SegwayExpeditions-Phoenix.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=783,Queen City Tours and Travel,"Charlotte, North Carolina",Added: 7/12/10,,Tour Company:Queen City Tours and Travel,704.566-0104,www.QueenCityTours.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=790,Old Town Seg Tours,"Fredericksburg, Virginia",Added: 8/3/10,,Tour Company:Old Town Seg Tours,www.OTSegTours.com,Fredericksburg Travel Guides,
https://www.segwayguidedtours.com/tour.cfm?Tour=789,Woodridge Segway Tours,"Woodridge, New York",Added: 7/29/10,,Tour Company:Woodridge Segway Tours,845.468-0222,www.WoodridgeSegwayTours.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=795,Robin Hood Rentals,"Siesta Key, Florida",Added: 8/16/10,,Tour Company:Robin Hood Rentals,941.554-4242,www.RobinHoodRentals.net,
https://www.segwayguidedtours.com/tour.cfm?Tour=797,Segway Tel Aviv,"Tel Aviv, Israel",Added: 8/29/10,,Tour Company:Segway Tel Aviv,+972(50)9791035,www.SegwayTLV.co.il,
https://www.segwayguidedtours.com/tour.cfm?Tour=799,So Cal Segway Rides,"Dana Point, California",Added: 9/4/10,,Tour Company:So Cal Segway Rides,949.334-3533,www.SoCalSegwayRides.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=802,Berkshire 4x4,"Wokingham, England",Added: 9/12/10,,Tour Company:Berkshire 4x4,01189540278,www.Berkshire4x4.co.uk,
https://www.segwayguidedtours.com/tour.cfm?Tour=814,Bluedragon City Tours,"Porto, Portugal",Added: 9/23/10,,Tour Company:Bluedragon City Tours,+351222022375,www.bluedragon.pt,
https://www.segwayguidedtours.com/tour.cfm?Tour=822,Albaway,"Alba, Italy",Added: 9/27/10,,Tour Company:Albaway,+393386013531,www.AlbawayTour.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=823,Super Segway Poland,"Lodz, Poland",Added: 11/17/09,,Tour Company:Super Segway Poland,48 42 630 30 38,www.supersegway.pl,
https://www.segwayguidedtours.com/tour.cfm?Tour=824,Segway Tours of Delray Beach,"Delray Beach, Florida",Added: 9/29/10,,Tour Company:Segway Tours of Delray Beach,561.243-4721,www.SegwayToursOfDelray.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=830,Segway Geneve,"Geneva, Switzerland",Added: 10/3/10,,Tour Company:Segway Geneve,+41764971616,www.segwaygeneve.ch,
https://www.segwayguidedtours.com/tour.cfm?Tour=834,eMOPOL/StadtSafari GmbH,"Mannheim, Germany",Added: 10/12/10,,Tour Company:eMOPOL/StadtSafari GmbH,049-621-4371541,www.StadtSafari.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=835,Segway Tours Australia Pty Ltd,"Sydney, Australia",Added: 1/27/05,,Tour Company:Segway Tours Australia Pty Ltd,+61 432163476,www.SegwayTours.com.au,
https://www.segwayguidedtours.com/tour.cfm?Tour=837,EZ Ridin Rentals,"Cocoa Beach, Florida",Added: 10/25/10,,Tour Company:EZ Ridin Rentals,321.784-3939,www.ezridinrentals.comcastbiz.net,
https://www.segwayguidedtours.com/tour.cfm?Tour=842,EZ Ridin Rentals,"Yarmouth, Massachusetts",Added: 10/25/10,,Tour Company:EZ Ridin Rentals,508.694-7062,www.ezridinrentals.comcastbiz.net,
https://www.segwayguidedtours.com/tour.cfm?Tour=843,MOBILBOARD,"Angers, France",Added: 11/4/10,,Tour Company:MOBILBOARD,+33 659396443,www.mobilboard.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=841,MOBILBOARD,"Clermont-Ferrand, France",Added: 11/3/10,,Tour Company:MOBILBOARD,04 73 308 478,www.mobilboard.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=844,Witch City Segway,"Salem, Massachusetts",Added: 11/4/10,,Tour Company:Witch City Segway,855-752-6786,www.WitchCitySegway.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=847,MOBILBOARD,"Poitiers, France",Added: 11/14/10,,Tour Company:MOBILBOARD,www.mobilboard.com,Poitiers Travel Guides,
https://www.segwayguidedtours.com/tour.cfm?Tour=848,MOBILBOARD,"Paris, France",Added: 11/15/10,,Tour Company:MOBILBOARD,+33 6 84 387504,www.mobilboard.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=850,MOBILBOARD,"Lyon, France",Added: 11/16/10,,Tour Company:MOBILBOARD,04 72 32 98 12,www.mobilboard.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=849,AC Segway,"Forres / Kinloss, Scotland",Added: 11/15/10,,Tour Company:AC Segway,+44(0)779975449,acsegway.wordpress.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=857,MOBILBOARD,"Les Mazures, France",Added: 11/30/10,,Tour Company:MOBILBOARD,0324531843,www.mobilboard.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=861,Segway South Africa,"Stellenbosch, South Africa",Added: 12/8/10,,Tour Company:Segway South Africa,+27 11 728 6059,www.segway.co.za,
https://www.segwayguidedtours.com/tour.cfm?Tour=862,Segway South Africa,"Kya Sands - Lion Park, South Africa",Added: 12/8/10,,Tour Company:Segway South Africa,+27 11 728 6059,www.segway.co.za,
https://www.segwayguidedtours.com/tour.cfm?Tour=863,Segway Tours Vallarta,"Puerto Vallarta, Mexico",Added: 12/8/10,,Tour Company:Segway Tours Vallarta,322.120-6314,www.segwayvallarta.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=871,Redtourgps Electric Move Lda,"Lisbon, Portugal",Added: 12/18/10,,Tour Company:Redtourgps Electric Move Lda,00351910802000,www.redtourgps.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=870,Segway Expeditions Yuma,"Yuma, Arizona",Added: 12/17/10,,Tour Company:Segway Expeditions Yuma,720.841-7862,www.YumaSegwayTours.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=874,MOBILBOARD,"Fontainebleau, France",Added: 12/20/10,,Tour Company:MOBILBOARD,01.64.24.74.91,www.mobilboard.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=877,Naples Gliding Adventures,"Naples, Florida",Added: 5/31/09,,Tour Company:Naples Gliding Adventures,239.774-0061,www.ExtremeFamilyFunspot.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=880,MOBILBOARD,"Bordeaux, France",Added: 12/27/10,,Tour Company:MOBILBOARD,+339819 050 080,www.mobilboard.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=884,So Cal Segway Rides,"Newport Beach, California",Added: 1/4/11,,Tour Company:So Cal Segway Rides,949.334-3533,www.SoCalSegwayRides.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=886,The Electric Experience,"Delray Beach, Florida",Added: 1/6/11,,Tour Company:The Electric Experience,561.865-5522,www.TheElectricExperience.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=893,Clearwater Gliders Segway Adventures,"Clearwater, Florida",Added: 1/24/11,,Tour Company:Clearwater Gliders Segway Adventures,www.ClearwaterGliders.com,Clearwater Travel Guides,
https://www.segwayguidedtours.com/tour.cfm?Tour=894,Bahamas Segway and Beach Experience,"Nassau, Bahamas",Added: 1/25/11,,Tour Company:Bahamas Segway and Beach Experience,1.242.376.9016,www.BahamasSegwayTours.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=898,MOBILBOARD,"Pau, France",Added: 1/29/11,,Tour Company:MOBILBOARD,06.67.75.20.48,www.mobilboard.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=904,Space Coast Segway Tours,"Cocoa Beach, Florida",Added: 2/7/11,,Tour Company:Space Coast Segway Tours,321.591-2000,facebook.com/pages/Space-Coast-Segway-Tours-LLC,
https://www.segwayguidedtours.com/tour.cfm?Tour=905,Logic Way,"Paris, France",Added: 2/10/11,,Tour Company:Logic Way,+33 666888896,www.logicway.fr,
https://www.segwayguidedtours.com/tour.cfm?Tour=908,Segwaybooking,"Amsterdam, Netherlands",Added: 2/13/11,,Tour Company:Segwaybooking,+31622668851,www.segwaybooking.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=909,"Upstate Seg Tours, LLC","Rochester, New York",Added: 2/14/11,,"Tour Company:Upstate Seg Tours, LLC",585.293 2540,www.upstatesegtours.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=910,Segs,"Tel Aviv, Israel",Added: 2/14/11,,Tour Company:Segs,+972 545 850405,www.Segs.co.il,
https://www.segwayguidedtours.com/tour.cfm?Tour=917,SEG AGENCY,"Brno, Czech Republic",Added: 2/28/11,,Tour Company:SEG AGENCY,+420739930600,www.segagency.cz,
https://www.segwayguidedtours.com/tour.cfm?Tour=918,West Coast Entertainment,"Seattle, Washington",Added: 3/1/11,,Tour Company:West Coast Entertainment,206.938-0569,www.wcent.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=924,Caribbean Segway Tours,"Nassau, Bahamas",Added: 4/30/10,,Tour Company:Caribbean Segway Tours,242.376-6809,www.SegwayNassau.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=928,MOBILBOARD,"Montpellier, France",Added: 3/15/11,,Tour Company:MOBILBOARD,0033467717648,www.mobilboard.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=930,Rome By Segway,"Rome, Italy",Added: 3/22/11,,Tour Company:Rome By Segway,+39 0677591822,www.RomeBySegway.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=929,Niagara Segway,"St. Catharines, Canada",Added: 3/21/11,,Tour Company:Niagara Segway,www.niagarasegway.ca,St. Catharines Travel Guides,
https://www.segwayguidedtours.com/tour.cfm?Tour=931,Segway Nova Mobility S.L.,"Tarifa, Spain",Added: 3/23/11,,Tour Company:Segway Nova Mobility S.L.,956 683 481,www.segway-nova-mobility.es,
https://www.segwayguidedtours.com/tour.cfm?Tour=934,Hele Huli Rentals,"Oahu - North Shore, Hawaii",Added: 3/24/11,,Tour Company:Hele Huli Rentals,808.520-1513,www.helehuli.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=937,Segtours Canada,"Quebec, Canada",Added: 6/22/10,,Tour Company:Segtours Canada,581.999-7349,www.segtourscanada.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=940,City of David,"Jerusalem, Israel",Added: 3/30/11,,Tour Company:City of David,02-6268700,www.jerusalemsegway.co.il,
https://www.segwayguidedtours.com/tour.cfm?Tour=939,Adrenalin Jungle Ltd,"Nottingham, England",Added: 3/28/11,,Tour Company:Adrenalin Jungle Ltd,01623 883980,www.AdrenalinJungle.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=942,Segs by the Sea,"Bradenton Beach, Florida",Added: 4/6/11,,Tour Company:Segs by the Sea,941.209-5970,www.SegsByTheSea.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=946,"Patriot Tours & Provisions, LLC","Yorktown, Virginia",Added: 4/12/11,,"Tour Company:Patriot Tours & Provisions, LLC",757.969-5400,www.PatriotToursVA.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=944,SEGWAY RHODES,"Rhodes, Greece",Added: 4/7/11,,Tour Company:SEGWAY RHODES,www.SegwayRhodes.com,Rhodes Travel Guides,
https://www.segwayguidedtours.com/tour.cfm?Tour=947,Segtour-Berlin,"Berlin, Germany",Added: 4/15/11,,Tour Company:Segtour-Berlin,www.segtour-berlin.de,Berlin Travel Guides,
https://www.segwayguidedtours.com/tour.cfm?Tour=954,Segway Du Fjord Inc.,"Chicoutimi, Canada",Added: 5/1/11,,Tour Company:Segway Du Fjord Inc.,418.550-4794,www.segwaydufjord.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=957,Powertours,"Turin, Italy",Added: 5/4/11,,Tour Company:Powertours,+390118812982,www.powertours.it,
